level_0,Platform,Post ID,Post Type,Post Content,Post Timestamp,Date,Weekday Type,Time,Time Periods,Likes,Comments,Shares,Impressions,Reach, Engagement Rate ,Audience Age,Age Group,Audience Gender,Audience Location,Audience Continent,Audience Interests,Campaign ID,Sentiment,Influencer ID
6652,Instagram,49bd6519-1b1e-4878-8b06-64d4655475f0,Image,Material write pretty human I wrong.,8/9/2021 20:40,8/9/2021 (Monday),Weekday,20:40:37,Evening,1425,1028,1161,2422,2875,32.75,36,Mature Adults,Female,Comoros,Africa,firm,,Neutral,
6653,Facebook,4fcc90db-28e2-43d0-a683-5120a46a72ae,Link,Agree sport table cut agreement.,10/17/2023 22:12,10/17/2023 (Tuesday),Weekday,22:12:45,Night,977,680,290,4996,2191,67.65,50,Senior Adults,Male,Belarus,Europe,effort,,Mixed,13cd2f1a-602d-4655-b2dc-4e9365bd690f
6657,Twitter,8c654696-f775-4f09-9856-77f376c3a8bf,Link,Beyond enjoy near man.,3/28/2023 22:10,3/28/2023 (Tuesday),Weekday,22:10:04,Night,1651,1077,1073,9820,4295,32.43,21,Adolescent Adults,Male,Wallis and Futuna,Oceania,candidate,,Mixed,
6658,Instagram,183c6128-ee36-48b3-8f69-facc134c08ac,Image,Owner fear country century.,5/4/2022 9:09,5/4/2022 (Wednesday),Weekday,9:09:34,Morning,1144,1058,1096,3129,1898,33.18,35,Mature Adults,Female,Guinea-Bissau,Africa,left,,Mixed,
6659,Twitter,4b5331ed-19a5-4007-b012-deecf2e744a3,Image,Drive pay alone star seat deal.,8/20/2022 5:06,8/20/2022 (Saturday),Weekend,5:06:05,Night,2025,1668,1317,1726,2992,65.6,62,Senior Adults,Male,Ireland,Europe,four,,Negative,
6661,Instagram,5ff1ebb6-69a8-4a09-bd67-fa6568b54a8f,Image,Imagine over final onto.,7/31/2022 3:17,7/31/2022 (Sunday),Weekend,3:17:42,Night,1304,1274,1187,7320,3340,32.69,20,Adolescent Adults,Female,Saint Martin,NorthAmerica,fact,,Neutral,
6662,Facebook,6ad3b426-90ec-48ac-a04b-39362e5817d9,Video,Thank so consumer.,5/16/2021 14:00,5/16/2021 (Sunday),Weekend,14:00:24,Afternoon,1194,1300,973,9177,1528,122.13,59,Senior Adults,Female,Somalia,Africa,prepare,,Neutral,
6663,Facebook,08a56467-b40c-46e1-8f7b-f8cf3efb387f,Video,Exactly small produce cost deal bag year.,3/1/2024 20:54,3/1/2024 (Friday),Weekday,20:54:03,Evening,1838,1028,1032,9873,1423,229.06,61,Senior Adults,Other,Rwanda,Africa,practice,,Positive,
6667,LinkedIn,4b4b18af-c12c-4a4d-b81f-b5506669e18f,Image,Contain possible couple investment foot.,3/26/2021 14:37,3/26/2021 (Friday),Weekday,14:37:12,Afternoon,537,536,650,6269,3816,6.72,32,Mature Adults,Female,Jersey,Europe,present,,Neutral,cdc9c8e3-e45e-4538-8b92-4217dcf3fff8
6668,Twitter,4a2fe704-cd62-4f71-bfc6-78b0b482062f,Image,Rather camera relate information also over might behavior.,3/23/2022 7:03,3/23/2022 (Wednesday),Weekday,7:03:55,Morning,1973,1649,1422,3177,3233,59.18,53,Senior Adults,Male,Equatorial Guinea,Africa,position,,Mixed,
6674,Instagram,6949b0f6-8d07-417a-8a69-4a6fc5628de5,Image,Story significant little.,1/1/2024 0:37,1/1/2024 (Monday),Weekday,0:37:53,Night,1813,1159,1049,9173,1725,140.83,34,Mature Adults,Male,Sweden,Europe,line,,Neutral,
6676,Facebook,10e10c49-6a0b-45d1-b37c-d58e4ccca832,Image,Amount industry church wife.,3/3/2022 3:38,3/3/2022 (Thursday),Weekday,3:38:36,Night,1539,825,690,5225,3857,38.5,62,Senior Adults,Female,Christmas Island,Oceania,charge,,Neutral,
6679,Twitter,caf3ea40-635f-4fbc-aa29-ffed2d80e112,Video,Point fact future interview campaign.,7/18/2022 17:12,7/18/2022 (Monday),Weekday,17:12:29,Afternoon,1851,1879,1664,6956,2201,98.84,30,Adolescent Adults,Female,Kenya,Africa,team,,Mixed,
6680,LinkedIn,0799c4d5-7149-4832-92c8-c278df48cea7,Image,Not international TV age unit door.,12/21/2023 10:48,12/21/2023 (Thursday),Weekday,10:48:58,Morning,1013,795,591,6159,3249,32.7,59,Senior Adults,Male,Poland,Europe,within,,Neutral,
6684,Twitter,872c15ae-4180-4845-a66e-760db5d1c7e5,Link,Throughout difference fire yet.,9/14/2021 22:15,9/14/2021 (Tuesday),Weekday,22:15:48,Night,1569,999,958,3415,2380,55.81,31,Mature Adults,Male,Vietnam,Asia,travel,,Neutral,
6685,Instagram,8d8f3eaf-9907-4d9f-990c-dc73aace8134,Link,Improve determine mouth mission down necessary.,10/25/2021 22:37,10/25/2021 (Monday),Weekday,22:37:04,Night,1392,630,731,2812,3108,38.0,39,Mature Adults,Male,Jordan,Asia,too,,Negative,
6686,LinkedIn,b18a9a01-b1f5-4461-be89-a62427d5bab1,Video,Turn anything special.,10/29/2023 19:31,10/29/2023 (Sunday),Weekend,19:31:58,Evening,990,1022,810,1967,1623,51.28,26,Adolescent Adults,Male,Tanzania,Africa,some,,Mixed,
6687,LinkedIn,6571d489-8217-4e93-9bbc-1d220c346730,Link,Including box owner at.,5/23/2022 18:08,5/23/2022 (Monday),Weekday,18:08:55,Evening,737,442,132,8758,4450,23.24,35,Mature Adults,Male,Falkland Islands (Malvinas),SouthAmerica,short,,Mixed,
6696,LinkedIn,ab81e888-9ad2-4cd6-82f8-a672f78ae411,Video,Detail here now while of country.,12/24/2021 15:50,12/24/2021 (Friday),Weekday,15:50:54,Afternoon,1471,1111,869,3789,2323,69.01,28,Adolescent Adults,Other,Sweden,Europe,sport,,Positive,
6697,Twitter,e1258bf2-f885-4b9d-a380-4b07a4a3a123,Video,Cost point strategy treatment land nearly.,11/28/2021 22:45,11/28/2021 (Sunday),Weekend,22:45:15,Night,2251,1890,1633,5276,4527,33.28,54,Senior Adults,Male,Marshall Islands,Oceania,six,,Positive,
6700,Instagram,cdfa46ec-86f5-4ba7-82f5-5666b24ae6b6,Link,Well protect return power boy.,2/19/2024 20:57,2/19/2024 (Monday),Weekday,20:57:32,Evening,1429,908,711,7290,4778,29.87,56,Senior Adults,Male,Cocos (Keeling) Islands,Oceania,early,,Neutral,afa43bce-9485-4f10-b5fa-6b84bd2861d7
6701,Twitter,97131ae0-3e61-4d89-a1b1-4f05a2f3a5c6,Link,Traditional official executive despite life society.,7/12/2021 2:27,7/12/2021 (Monday),Weekday,2:27:49,Night,1091,1106,964,1332,1892,46.47,48,Senior Adults,Female,Malta,Europe,himself,f94292e5-97f4-4e29-bc10-4044561f1030,Neutral,
6706,Facebook,b3b27aaf-5c45-4b74-ad78-d99d143a61cf,Image,Dinner far process against.,8/29/2021 18:19,8/29/2021 (Sunday),Weekend,18:19:16,Evening,1319,773,686,6528,5277,20.91,52,Senior Adults,Other,Dominica,NorthAmerica,simple,bc008886-b6f8-42b1-befc-3af7bd8f24c2,Mixed,
6708,Instagram,3b9ce82d-628f-4855-8ddd-7af851f625fe,Link,Usually begin old population carry.,4/9/2023 2:21,4/9/2023 (Sunday),Weekend,2:21:19,Night,945,692,707,5432,5150,11.96,24,Adolescent Adults,Other,South Georgia and the South Sandwich Islands,SouthAmerica,sense,,Neutral,
6709,Facebook,ee57aa1c-10af-4c86-a3e9-883343ee89f9,Image,Teacher way moment evidence rate.,2/26/2022 4:51,2/26/2022 (Saturday),Weekend,4:51:50,Night,626,715,787,9947,3356,11.9,26,Adolescent Adults,Female,Angola,Africa,movement,,Negative,
6712,Facebook,77671c39-59d5-4504-9f1a-1e518df03c52,Video,Note suffer morning rule practice.,6/30/2023 23:55,6/30/2023 (Friday),Weekday,23:55:59,Night,1588,1145,932,4950,4135,29.83,53,Senior Adults,Male,Norway,Europe,economic,,Mixed,
6713,Twitter,c3d283a2-1935-44db-8b1b-880eed3fbfa7,Video,Animal bank opportunity product all.,9/30/2023 9:28,9/30/2023 (Saturday),Weekend,9:28:46,Morning,2134,1866,1799,2910,2267,149.78,58,Senior Adults,Male,Montserrat,NorthAmerica,south,,Mixed,
6718,Twitter,b9b81fcc-fad9-4cf9-904e-282db396e2ec,Image,Reach ahead general debate far without western.,6/18/2021 10:06,6/18/2021 (Friday),Weekday,10:06:48,Morning,1869,1534,1488,4967,5163,25.65,57,Senior Adults,Female,Albania,Europe,form,,Neutral,
6719,Facebook,63073670-813a-485c-a299-7ca1d2f87561,Video,Other enough there.,5/13/2023 23:14,5/13/2023 (Saturday),Weekend,23:14:12,Night,1798,1359,1066,7991,4552,41.7,50,Senior Adults,Other,Liechtenstein,Europe,really,,Mixed,
6721,LinkedIn,afe9c328-9474-4004-9e18-91ed362f3e8e,Video,Traditional plan capital court.,5/6/2023 12:18,5/6/2023 (Saturday),Weekend,12:18:23,Afternoon,1196,917,950,6254,3730,22.63,53,Senior Adults,Male,British Indian Ocean Territory (Chagos Archipelago),Africa,outside,,Neutral,
6722,Twitter,2befc9f8-d490-4eb3-a298-b185c3bdf4a4,Image,Billion bar high inside.,7/25/2022 18:31,7/25/2022 (Monday),Weekday,18:31:10,Evening,2061,1610,1492,2615,3037,72.71,19,Adolescent Adults,Female,Micronesia,Oceania,later,94d12098-8a58-4e9a-8bb0-c063059ddf67,Neutral,
6726,Instagram,cbf0903c-f721-4cf9-ac14-96be17cff9d2,Image,Nature card election seven let military society.,8/3/2022 20:23,8/3/2022 (Wednesday),Weekday,20:23:10,Evening,1742,1320,1091,5648,2559,73.96,65,Senior Adults,Other,Guinea,Africa,not,,Mixed,
6727,Instagram,a310e224-17bc-4b9a-96df-96eec44f87eb,Video,To rock small dog.,5/22/2021 2:48,5/22/2021 (Saturday),Weekend,2:48:42,Night,2151,1358,1320,4660,4715,27.2,27,Adolescent Adults,Male,Tajikistan,Asia,upon,,Mixed,cb95deb3-f26c-4321-8c94-517f2d8012f0
6729,Facebook,76206fdc-16d7-4740-aead-0d13c9a122d2,Video,Identify which seven.,4/29/2021 6:46,4/29/2021 (Thursday),Weekday,6:46:42,Morning,992,1096,1032,8686,4944,10.39,65,Senior Adults,Female,Rwanda,Africa,on,,Mixed,
6730,Twitter,31889ed0-3e28-422d-ac02-bfab09be040d,Link,Assume collection while will standard however own share.,8/14/2022 18:09,8/14/2022 (Sunday),Weekend,18:09:55,Evening,1760,1105,941,6144,5504,24.02,26,Adolescent Adults,Male,Namibia,Africa,ask,42c18aef-d995-43df-8575-9c74f327deab,Mixed,
6731,Twitter,87e3870e-4cf5-4659-8106-dc8b731e1517,Link,Thousand win tough number system dark.,3/23/2022 11:50,3/23/2022 (Wednesday),Weekday,11:50:21,Morning,1544,1134,934,8104,2634,52.6,62,Senior Adults,Female,Iran,Asia,memory,,Mixed,
6734,Twitter,15dc9fae-8ee1-4e47-afb4-8b4f7537fae3,Link,Or reason in.,9/7/2022 14:18,9/7/2022 (Wednesday),Weekday,14:18:46,Afternoon,1451,986,904,7015,2362,43.84,20,Adolescent Adults,Female,Mongolia,Asia,rate,,Negative,
6736,Facebook,6a3df6fe-4123-4ef5-9342-4247454573ef,Video,Either sense car reveal sign.,11/16/2023 8:47,11/16/2023 (Thursday),Weekday,8:47:08,Morning,1677,1339,920,5171,2759,66.49,64,Senior Adults,Other,Costa Rica,NorthAmerica,above,8acc5c4e-76e2-447f-a647-4a4f0aa185d9,Negative,
6737,Instagram,f7b32a4d-7116-4c02-9dc0-76ffea5226da,Video,Age too seek.,11/17/2023 8:44,11/17/2023 (Friday),Weekday,8:44:16,Morning,1399,1711,1321,6414,3262,27.06,49,Senior Adults,Other,Aruba,NorthAmerica,plan,,Mixed,
6740,Twitter,6b740541-0e31-4585-bcba-57a7441133aa,Video,Owner civil between play trouble key staff.,2/10/2024 20:06,2/10/2024 (Saturday),Weekend,20:06:28,Evening,2560,1747,1766,1285,2585,129.24,27,Adolescent Adults,Female,Sweden,Europe,like,8154276d-dedf-4f02-991e-5f94b5a92085,Mixed,
6745,Twitter,44001dbc-1974-4c1b-b346-bc3aa97fb60b,Link,Red sound walk effect.,4/30/2022 13:01,4/30/2022 (Saturday),Weekend,13:01:48,Afternoon,1175,1156,1076,2458,1771,81.17,54,Senior Adults,Female,New Zealand,Oceania,imagine,,Mixed,617a3bec-6823-4edd-8aad-339a12d37474
6746,Facebook,fd995d70-09bf-4aa8-a4c0-bcb4033a0254,Image,Father home find purpose owner anyone long.,4/20/2022 13:48,4/20/2022 (Wednesday),Weekday,13:48:13,Afternoon,1154,995,724,5465,4547,27.19,42,Mature Adults,Other,Belgium,Europe,final,,Mixed,22e387be-cf1d-4fc6-8580-9285bdb70491
6748,Facebook,415a812f-d1bd-4e79-a3a6-2971c1071e55,Link,Bad book artist nature realize through.,7/10/2022 6:06,7/10/2022 (Sunday),Weekend,6:06:48,Morning,1054,657,316,5408,2461,63.11,21,Adolescent Adults,Other,British Indian Ocean Territory (Chagos Archipelago),Africa,officer,,Positive,827a2925-9e0b-49d8-98a5-a82275cd3402
6749,Facebook,c4a6e8b7-c785-4980-92e2-3da5df3c07f5,Link,Eight reveal easy of move.,11/3/2021 15:44,11/3/2021 (Wednesday),Weekday,15:44:26,Afternoon,1128,341,280,5768,4292,28.08,32,Mature Adults,Female,Barbados,NorthAmerica,successful,,Mixed,
6750,Instagram,91e356ec-4b9f-48dd-a5c4-0a413f583e53,Image,See space network those hair yard.,11/26/2022 19:50,11/26/2022 (Saturday),Weekend,19:50:01,Evening,1337,1186,1186,7836,2351,52.48,59,Senior Adults,Other,Seychelles,Africa,experience,8415932e-034c-4e96-80fb-15347549cd90,Negative,
6756,Twitter,3ae6f9aa-6969-4c7b-92c5-facb4b36ceb4,Video,Rather probably threat third camera base new.,10/11/2022 4:41,10/11/2022 (Tuesday),Weekday,4:41:28,Night,2392,1798,1758,6612,3374,64.71,56,Senior Adults,Female,Korea,Asia,open,,Positive,
6758,LinkedIn,81ce06b5-9754-465b-b152-6c5b72cb6980,Link,Dog yeah program force exactly true.,4/22/2023 7:11,4/22/2023 (Saturday),Weekend,7:11:27,Morning,518,446,243,9850,1503,64.65,50,Senior Adults,Other,Norfolk Island,Oceania,project,,Mixed,
6759,Facebook,d8e08d06-ac86-4b2a-a13d-22ab0760824e,Image,Beautiful tonight wonder most civil occur executive.,5/5/2023 0:23,5/5/2023 (Friday),Weekday,0:23:24,Night,1171,952,697,5421,4907,23.68,39,Mature Adults,Female,Tokelau,Oceania,whole,,Mixed,
6764,Twitter,c8e90c7d-31e1-4ed8-ad3b-e6d452d897ab,Image,True seven different understand free strategy.,9/20/2023 22:55,9/20/2023 (Wednesday),Weekday,22:55:34,Night,1325,1380,1387,7468,3901,7.38,62,Senior Adults,Male,Czech Republic,Europe,most,4cb57fed-4b3a-4c59-becd-691e93d1b8da,Positive,
6767,Facebook,420587fa-5cf4-42fe-8048-52dab4855d18,Image,Argue write education activity.,10/23/2022 20:48,10/23/2022 (Sunday),Weekend,20:48:34,Evening,869,901,656,7700,1398,78.45,27,Adolescent Adults,Male,Liberia,Africa,full,,Mixed,
6768,Twitter,62ab81c0-b2ad-4be6-a20c-1d512e4d0554,Link,Test couple effect film.,4/7/2023 1:30,4/7/2023 (Friday),Weekday,1:30:07,Night,1775,1056,1000,5002,3095,51.53,48,Senior Adults,Other,Cocos (Keeling) Islands,Oceania,Mr,,Positive,
6769,Instagram,58863aa7-2584-4315-b95a-289fddd2b380,Image,Still chair part student Mr speak important.,8/23/2021 10:34,8/23/2021 (Monday),Weekday,10:34:12,Morning,1546,1331,1030,4406,2286,70.53,31,Mature Adults,Other,Martinique,NorthAmerica,star,,Mixed,
6770,Twitter,08299b34-f79b-4a57-8836-a228377681d9,Image,Individual forget contain very indicate yet.,6/16/2021 4:11,6/16/2021 (Wednesday),Weekday,4:11:56,Night,1511,1583,1389,4974,2850,37.61,36,Mature Adults,Other,Kyrgyz Republic,Asia,question,,Positive,
6773,Twitter,a32e11d3-7075-43af-8cf1-eefc23827180,Image,Yes affect bring machine poor back main.,1/26/2023 16:34,1/26/2023 (Thursday),Weekday,16:34:11,Afternoon,1648,1378,1428,6968,2838,36.02,35,Mature Adults,Other,Slovakia (Slovak Republic),Europe,although,,Mixed,
6779,Twitter,3a7f002e-2551-43a7-87dc-c82ccbd52147,Video,No prevent bag trade entire.,10/6/2022 12:54,10/6/2022 (Thursday),Weekday,12:54:11,Afternoon,2407,1988,1643,3792,3297,72.95,21,Adolescent Adults,Female,Timor-Leste,Asia,security,,Mixed,
6780,LinkedIn,ab496174-d4f3-4a82-864c-2c519227261f,Video,Truth hit help sense.,8/11/2023 4:18,8/11/2023 (Friday),Weekday,4:18:13,Night,1484,1141,936,8662,4613,30.45,60,Senior Adults,Female,Mexico,NorthAmerica,study,89e9f694-5d88-4b0e-a2af-fc5988e35403,Neutral,
6789,Instagram,812a44f7-8757-4b08-82cf-d36e600baddb,Video,Individual difficult man catch child capital.,5/9/2023 14:30,5/9/2023 (Tuesday),Weekday,14:30:59,Afternoon,1654,1688,1354,2550,2730,55.66,26,Adolescent Adults,Male,Kuwait,Asia,level,,Mixed,
6794,LinkedIn,726a62a4-0ace-4a14-bca9-6e481f6977a4,Image,Lose weight reach.,11/11/2022 10:20,11/11/2022 (Friday),Weekday,10:20:03,Morning,1298,511,589,8323,5015,19.89,27,Adolescent Adults,Other,British Indian Ocean Territory (Chagos Archipelago),Africa,might,9482dd7b-9f39-4e6e-a360-586f26926a13,Negative,07ce2db5-9e7c-4e9d-8fb8-3f8e69f28e48
6797,Facebook,ed7ea1be-f8f4-485e-b3dc-115972f04816,Video,Sea year bring adult space house decade.,10/7/2023 11:42,10/7/2023 (Saturday),Weekend,11:42:59,Morning,1544,952,1017,2318,2867,41.33,43,Mature Adults,Female,Afghanistan,Asia,person,,Neutral,
6798,Facebook,10d72757-0963-48a0-84b5-500909120dec,Image,Chair thousand short loss local television.,9/6/2022 17:31,9/6/2022 (Tuesday),Weekday,17:31:29,Afternoon,1102,700,736,5860,4086,21.17,35,Mature Adults,Male,Uganda,Africa,leader,,Mixed,
6799,Twitter,dbb12d7d-6783-4c4c-994b-05bf287ed9c0,Video,President girl worker own others operation.,4/26/2022 20:48,4/26/2022 (Tuesday),Weekday,20:48:54,Evening,1740,1622,1662,7269,3159,14.37,57,Senior Adults,Male,Malaysia,Asia,will,,Neutral,
6800,LinkedIn,a20e43b0-6747-42f6-9c8f-1bc3ff1933d0,Image,Natural before ok rise once.,4/9/2022 9:50,4/9/2022 (Saturday),Weekend,9:50:27,Morning,514,889,599,5601,1344,59.48,55,Senior Adults,Other,Guatemala,NorthAmerica,full,,Negative,
6805,Instagram,ad422c27-add8-4a88-89e8-d71ac076048f,Link,Practice particular should sport.,6/13/2022 5:51,6/13/2022 (Monday),Weekday,5:51:32,Night,1020,987,656,4701,4320,23.2,60,Senior Adults,Other,Tanzania,Africa,gas,,Neutral,
6806,LinkedIn,26a0bdbd-cee1-46a6-8e01-87d1c51d12d5,Image,Race letter important medical security prepare.,5/20/2023 4:28,5/20/2023 (Saturday),Weekend,4:28:10,Night,519,932,602,5779,3153,20.84,19,Adolescent Adults,Other,Bouvet Island (Bouvetoya),Antarctica,everybody,b153754e-6ac9-4814-8f80-d97a4ee23c07,Positive,
6807,Instagram,8eb97d84-685a-404b-ab10-413470b35537,Video,Media research resource.,4/27/2023 22:52,4/27/2023 (Thursday),Weekday,22:52:14,Night,1319,1741,1387,3445,3445,25.5,49,Senior Adults,Male,Brazil,SouthAmerica,owner,9f3133ee-05ef-496e-992c-37d395aac571,Mixed,
6809,Facebook,04ffce56-2cd3-4784-a7fb-09d1e4734abb,Image,Win whom them against full bad picture.,4/13/2023 12:57,4/13/2023 (Thursday),Weekday,12:57:08,Afternoon,1314,899,611,7767,3533,34.91,65,Senior Adults,Other,Honduras,NorthAmerica,find,,Mixed,
6811,Facebook,95501561-2a31-4bb9-ba89-ce709f147df8,Video,Lead wonder instead nice commercial.,12/10/2022 4:10,12/10/2022 (Saturday),Weekend,4:10:51,Night,1414,1180,1033,6605,4413,26.39,43,Mature Adults,Female,Lesotho,Africa,describe,d7ae1b07-4abb-4f5c-9b7c-77c564383208,Mixed,
6813,Instagram,29c85eeb-c540-4c99-8ecd-b333cf835b62,Link,Too member toward too face his.,2/26/2023 8:25,2/26/2023 (Sunday),Weekend,8:25:23,Morning,1013,847,775,5501,4479,21.53,40,Mature Adults,Female,Nicaragua,NorthAmerica,before,,Positive,
6816,LinkedIn,fce825f4-d6b8-4708-8e78-4e6df6b11267,Video,Result institution one know camera quite sit.,1/19/2022 16:41,1/19/2022 (Wednesday),Weekday,16:41:36,Afternoon,1404,938,980,6916,1727,99.46,60,Senior Adults,Male,Heard Island and McDonald Islands,Oceania,summer,78bc1f69-230f-49b1-ba16-ec35477e50ea,Negative,
6817,LinkedIn,baac2fa3-58b0-4ee9-8289-c1b9312fdc97,Link,Bar sport now cause work campaign.,2/26/2023 11:06,2/26/2023 (Sunday),Weekend,11:06:47,Morning,689,545,251,3758,3379,36.14,29,Adolescent Adults,Male,Tanzania,Africa,side,,Negative,fef7ed08-03f9-4ed1-b5ac-ea0de1f16c42
6818,LinkedIn,bfef8c1e-425f-4ba1-b1bc-1be5b979e741,Image,Staff forward expert generation less nor.,5/1/2021 13:16,5/1/2021 (Saturday),Weekend,13:16:22,Afternoon,756,574,650,5156,5189,10.24,57,Senior Adults,Female,Bouvet Island (Bouvetoya),Antarctica,discussion,797dbbb9-d85e-49c0-9a5e-9df465e3d013,Mixed,
6821,Facebook,42690a7b-ce8f-42a3-8777-b1ce340c2887,Link,Picture cultural out bag beyond area significant.,3/24/2022 17:49,3/24/2022 (Thursday),Weekday,17:49:18,Afternoon,578,280,316,8212,3307,18.47,30,Adolescent Adults,Other,Brunei Darussalam,Asia,think,,Mixed,
6823,Twitter,b2bc5ec4-9e89-4373-8556-466e126b0f52,Video,Use policy fly affect prevent.,7/6/2022 22:01,7/6/2022 (Wednesday),Weekday,22:01:18,Night,1781,2064,1794,7081,3519,43.72,29,Adolescent Adults,Female,Uganda,Africa,son,,Negative,
6824,Facebook,3fd7466a-4201-48ee-a03d-b8e5953e79f9,Video,Now quite around since everybody.,4/23/2023 16:25,4/23/2023 (Sunday),Weekend,16:25:09,Afternoon,1381,923,1094,5042,4785,17.97,23,Adolescent Adults,Female,French Southern Territories,Africa,check,25cbbfce-e41b-445b-aaf3-b1d2590c8043,Positive,
6825,Twitter,717031f3-8b16-464d-be75-ca9b96a2cd27,Image,Even concern himself them none.,6/14/2021 20:55,6/14/2021 (Monday),Weekday,20:55:04,Evening,1770,1566,1485,4401,2737,64.09,65,Senior Adults,Other,Italy,Europe,democratic,,Positive,
6827,Twitter,869cac15-0db9-4921-8063-c8c77c7a8eae,Video,Cut result sort than reality hit.,11/5/2021 21:58,11/5/2021 (Friday),Weekday,21:58:05,Evening,1749,1754,1789,4778,3773,22.64,56,Senior Adults,Other,Estonia,Europe,case,,Neutral,
6829,Twitter,6e5a3cbd-316e-44e0-8617-bd1f45cdfad6,Link,Artist green choice position some detail room.,2/1/2023 18:23,2/1/2023 (Wednesday),Weekday,18:23:03,Evening,1464,1191,1049,6161,3175,44.13,61,Senior Adults,Male,Saint Helena,Africa,others,,Positive,
6831,Twitter,8d822cbf-6649-4027-9d30-c55c54d64674,Image,Success half accept individual thousand.,2/9/2024 14:09,2/9/2024 (Friday),Weekday,14:09:39,Afternoon,2207,1462,1369,6868,3302,56.84,24,Adolescent Adults,Female,Afghanistan,Asia,physical,e07e6525-2a38-49fb-b8ed-d75a31715beb,Mixed,
6832,Twitter,8533a4fb-775b-4794-bbb3-f83481e77d04,Image,Office ever possible good arrive.,10/8/2022 7:41,10/8/2022 (Saturday),Weekend,7:41:20,Morning,1358,1703,1486,8625,2850,41.74,28,Adolescent Adults,Other,India,Africa,future,1868500c-8c21-48ef-98d9-6c2d8e804301,Neutral,
6833,Twitter,5202f632-9b49-417b-93e1-40aaf3456540,Video,Sit agreement thousand difference.,4/25/2023 18:00,4/25/2023 (Tuesday),Weekday,18:00:55,Evening,2501,1918,1694,2297,3494,69.32,34,Mature Adults,Female,Libyan Arab Jamahiriya,Africa,myself,,Neutral,
6835,Instagram,3a463408-a0e3-4216-af6a-bc60c033d03a,Image,Day debate often management environment interest feel.,5/20/2022 23:12,5/20/2022 (Friday),Weekday,23:12:00,Night,1604,1002,1016,5403,2257,49.48,32,Mature Adults,Male,Liberia,Africa,at,da7fec0b-8663-4cf7-adff-28d2d1d7c95d,Mixed,
6840,Instagram,c76ad2e9-2c08-4bd0-a9f2-23968171bfbc,Link,Sit everyone why order long factor.,2/13/2022 8:37,2/13/2022 (Sunday),Weekend,8:37:32,Morning,740,952,636,3396,2655,25.69,58,Senior Adults,Other,Yemen,Asia,begin,,Positive,
6843,Twitter,60be76b5-bdee-4c35-822a-7245c4b8718f,Image,Ask rather history.,12/5/2023 7:50,12/5/2023 (Tuesday),Weekday,7:50:49,Morning,1461,1799,1335,5488,5981,14.85,37,Mature Adults,Other,Paraguay,SouthAmerica,though,,Negative,
6844,LinkedIn,c0d9acd7-8537-4f21-9511-c667ec675db1,Video,Mrs try front last.,7/19/2021 8:17,7/19/2021 (Monday),Weekday,8:17:09,Morning,971,1229,974,4188,2824,38.24,23,Adolescent Adults,Female,Czech Republic,Europe,type,bedbdf63-0161-4ff9-8e21-dc41c522246b,Mixed,7cf2b2d6-a949-4c74-9909-b27c9d24da13
